Unnamed: 0,value,location_unique_id,location_country,location_lat,location_lng,COUNTRY,Unnamed: 7,Unnamed: 8,Unnamed: 9
486,EasyGo - Orix Aviation,9f734f70-13aa-11eb-8eb0-42010a840003,IE,53.331534,-6.231115,Ireland,,,
487,Radisson Blu St Helen's  Stillorgan Road  Blackrock  Dublin 4  County Dublin,e6204e8a-c8d5-11e9-b74f-42010a840003,IE,53.304903,-6.205752,Ireland,,,
488,Sandymount Hotel  Herbert Road (Landsdowne Road)  Sandymount  Dublin 4  County Dublin,e62c7a02-c8d5-11e9-bd45-42010a840003,IE,53.33354,-6.224422,Ireland,,,
491,Audi North Dublin  North Park (Exit 5 M50)  North Road  Dublin 11  County Dublin,e8b66256-c8d5-11e9-8b21-42010a840003,IE,53.402281,-6.31334,Ireland,,,
492,Joe Duffy BMW  North Park (Exit 5 M50)  North Road  Dublin 11  County Dublin,e8c07fc0-c8d5-11e9-ab57-42010a840003,IE,53.403599,-6.309145,Ireland,,,
493,Joe Duffy BMW Dublin,8f39d418-574b-11ec-aa96-42010a840003,IE,53.405014,-6.306721,Ireland,,,
494,Windsor Motors Belgard (Nissan)  Belgard Road  Dublin 24  County Dublin,07f4089e-c8d6-11e9-bd6d-42010a840003,IE,53.294867,-6.37037,Ireland,,,
495,Hutton and Meade (Nissan)  Unit 600 North West Business Park  Old Ratoath Road (L3080)  Ballycoolin  Blanchardstown  Dublin 15  County Dublin,07ea8f4e-c8d6-11e9-99d3-42010a840003,IE,53.415872,-6.356728,Ireland,,,
496,EasyGo - AMD  CityWest  Dublin,df9e8926-13a9-11eb-a244-42010a840003,IE,53.29065,-6.429592,Ireland,,,
497,EasyGo - Trane Technologies International Ltd  Swords  Dublin,e23cebf0-13a9-11eb-9d85-42010a840003,IE,53.449351,-6.218481,Ireland,,,
498,Nissan  Windsor Motors Airside  Airside Motor Park  Swords  County Dublin,ef981878-a1b7-11eb-98f5-42010a840003,IE,53.4459,-6.22257,Ireland,,,
499,EasyGo - Pfizer  Grangecastle East Link Car Park,e54a2fce-13a9-11eb-a5d3-42010a840003,IE,53.325849,-6.434212,Ireland,,,
500,EasyGo - RSA Test Centre Dundalk,013c631e-13aa-11eb-b805-42010a840003,IE,54.016817,-6.398902,Ireland,,,
502,EasyGo - Pfizer  Grangecastle West Link Car Park,e6127902-13a9-11eb-9ed1-42010a840003,IE,53.325926,-6.438546,Ireland,,,
504,EasyGo - Repak Limited,fbc0be4e-13a9-11eb-b77e-42010a840003,IE,53.318049,-6.365783,Ireland,,,
505,Sisk,24508332-2401-11eb-9707-42010a840003,IE,53.320493,-6.360143,Ireland,,,
506,EasyGo - Wellington House  Dublin 4,ffc5708e-13a9-11eb-9e34-42010a840003,IE,53.328247,-6.242219,Ireland,,,
507,EasyGo - Harris Hino,04a06f82-13aa-11eb-b31e-42010a840003,IE,53.322042,-6.35908,Ireland,,,
510,EasyGo - Our Lady's Hospice Harolds Cross,16a116c0-0b6e-11ec-82e9-42010a840003,IE,53.326727,-6.281449,Ireland,,,
511,EasyGo - Faughs GAA Club,f157548c-12c1-11ec-aeb4-42010a840003,IE,53.296187,-6.325342,Ireland,,,
512,BOC Dublin,256f7c88-1b8a-11ec-820e-42010a840003,IE,53.327832,-6.348145,Ireland,,,
513,Ballinlough Refrigeration Ltd,28605d18-1b8a-11ec-8ddd-42010a840003,IE,53.295754,-6.424959,Ireland,,,
514,Ballinlough Refrigeration Ltd Dublin,8a798aba-431c-11ec-8a63-42010a840003,IE,53.296822,-6.425341,Ireland,,,
515,Paddy Power,e5739ea2-26b0-11ec-a876-42010a840003,IE,53.33098,-6.363813,Ireland,,,
516,EVB-P21211535,fc6b930c-4dad-11ec-9c84-42010a840003,IE,53.28734,-6.339476,Ireland,,,
517,Dun Laoghaire Rathdown County Council,288fe298-c19a-11ec-9737-42010a840003,IE,53.291777,-6.244798,Ireland,,,
518,EasyGo - Clayton Hotel Ballsbridge,c2ddbd78-c700-11ec-8e20-42010a840003,IE,53.325893,-6.225402,Ireland,,,
519,PRL Main Office,340bbb00-cd49-11ec-8f43-42010a840003,IE,53.300761,-6.471792,Ireland,,,
520,EasyGo - Decathlon  Ballymun  Dublin,9e9e2a84-13aa-11eb-991a-42010a840003,IE,53.407834,-6.271761,Ireland,,,
521,EasyGo - Ikea Ballymun,a8c6ebc2-3b14-11eb-b9e9-42010a840003,IE,53.407271,-6.274304,Ireland,,,
522,Providence House,0eaea7ea-1932-11eb-927d-42010a840003,IE,53.412849,-6.37312,Ireland,,,
523,Block 10,025e6384-a75a-11eb-baec-42010a840003,IE,53.411732,-6.371064,Ireland,,,
524,Garo CP1 001,0a64a43e-4893-11ea-afe6-42010a840003,IE,53.410964,-6.351033,Ireland,,,
525,Castleknock Hotel and Country Club  Porterstown Road  Castleknock  Dublin 15  County Dublin,7d8e6b82-3bba-11eb-9007-42010a840003,IE,53.366463,-6.390028,Ireland,,,
527,EasyGo - Lidl Lusk,bcd99ea6-58d3-11ec-9a80-42010a840003,IE,53.524314,-6.159228,Ireland,,,
529,Tesla Destination Charger The Pottery,a3279e98-466d-11e9-a63e-42010a840003,IE,53.275383,-6.157821,Ireland,,,
530,Windsor Motors Deansgrange (Nissan)  Deansgrange Road  Dublin 24  County Dublin,07fd54ee-c8d6-11e9-91bd-42010a840003,IE,53.2833,-6.16592,Ireland,,,
531,EasyGo - Eurofound  Dublin,ee96e22a-13a9-11eb-a6eb-42010a840003,IE,53.246555,-6.132292,Ireland,,,
536,An Post Loc 5008,3f39a76c-332a-11ec-aca1-42010a840003,IE,53.3823,-6.202637,Ireland,,,
537,EasyGo - Clayton Airport Hotel Dublin,40060ad8-a693-11eb-8dce-42010a840003,IE,53.411568,-6.218516,Ireland,,,
538,Dublin Airport Taxi Rank,24ee1bd4-1b8a-11ec-a67d-42010a840003,IE,53.425205,-6.231594,Ireland,,,
539,Atlas Copco,254977e0-1b8a-11ec-b76c-42010a840003,IE,53.408322,-6.404295,Ireland,,,
540,EVB-P21081553,e5569cd0-a928-11ec-9116-42010a840015,IE,53.418038,-6.145552,Ireland,,,
541,52321,edf80e2c-5472-11e9-846e-42010a840003,GB,55.558,-3.8447,United Kingdom,,,
542,52323,edff67b2-5472-11e9-bf97-42010a840003,GB,55.829381,-4.208294,United Kingdom,,,
543,Rutherglen Links,e90a75ba-574b-11ec-bde3-42010a840003,GB,55.831669,-4.208583,United Kingdom,,,
544,51534,f95f113e-5472-11e9-8b4d-42010a840003,GB,55.329768,-3.445456,United Kingdom,,,
545,50724,fe48ed8c-5472-11e9-a596-42010a840003,GB,55.94157,-4.15929,United Kingdom,,,
546,52367,1b1e5b44-e3ee-11e9-b835-42010a840003,GB,55.94214,-4.15249,United Kingdom,,,
547,50241,fe62db16-5472-11e9-9dd1-42010a840003,GB,55.863522,-4.262262,United Kingdom,,,
548,50568,18728a5a-e3ee-11e9-a5a2-42010a840003,GB,55.861043,-4.259601,United Kingdom,,,
549,52918,6d7f5a74-7498-11ea-ba1f-42010a840003,GB,55.86493,-4.26665,United Kingdom,,,
550,52919,6d87bc5a-7498-11ea-bf15-42010a840003,GB,55.86581,-4.26155,United Kingdom,,,
551,50430,b89abb18-2c1e-11ec-9291-42010a840003,GB,55.86015,-4.26433,United Kingdom,,,
552,60241,98907fc4-79bc-11ec-b0c6-42010a840003,GB,55.861406,-4.262062,United Kingdom,,,
553,EV1 & EV2 ST VINCENT,61dd01ea-a915-11ec-82cd-42010a840003,GB,55.862997,-4.26787,United Kingdom,,,
554,C58D6,04b8d13c-5473-11e9-abc8-42010a840003,GB,54.592703,-5.93343,United Kingdom,,,
555,C57X5,04e48f34-5473-11e9-b2d7-42010a840003,GB,54.594342,-5.928256,United Kingdom,,,
556,Adelaide Street,c45d324e-91d3-11ec-a5e5-42010a840003,GB,54.59466,-5.9279,United Kingdom,,,
557,BCC Car Park,c518bb04-91d3-11ec-837d-42010a840003,GB,54.59324,-5.93326,United Kingdom,,,
558,C7JKQ,04c40836-5473-11e9-b2fd-42010a840003,GB,54.604646,-5.931866,United Kingdom,,,
559,BCC Car Park,c574ad2e-91d3-11ec-9f8d-42010a840003,GB,54.60369,-5.93161,United Kingdom,,,
560,Tesla Destination Charger CastleCourt Shopping Centre,c3a4d384-466d-11e9-9a48-42010a840003,GB,54.600554,-5.93401,United Kingdom,,,
561,C6EQ6,04cdc588-5473-11e9-933b-42010a840003,GB,54.594109,-5.924292,United Kingdom,,,
562,Lloyds Banking Group - Belfast,65b867cc-bcbc-11ec-8696-42010a840003,GB,54.59162,-5.920733,United Kingdom,,,
563,C7CDT,04d924f0-5473-11e9-9c58-42010a840003,GB,54.593467,-5.935646,United Kingdom,,,
564,David Cooper Sw 6496315-352 Arch,d37f44cc-ac15-11ec-bf5a-42010a840003,GB,54.596032,-5.938211,United Kingdom,,,
565,David Cooper Sw 6496325-549 Wate,d3d44684-ac15-11ec-b8d1-42010a840003,GB,54.595442,-5.937088,United Kingdom,,,
566,David Cooper Sw 6496335-178 Linc,d426b6ee-ac15-11ec-925b-42010a840003,GB,54.594979,-5.938001,United Kingdom,,,
567,David Cooper Sw 6496345-120 Henr,d478de7e-ac15-11ec-9a6f-42010a840003,GB,54.596506,-5.937623,United Kingdom,,,
568,C64NR,04ee438a-5473-11e9-a5b0-42010a840003,GB,54.587893,-5.934377,United Kingdom,,,
569,Lower Crescent,cb94f646-91d3-11ec-87f4-42010a840003,GB,54.58794,-5.9339,United Kingdom,,,
570,SC09-A,04f90a40-5473-11e9-8fff-42010a840003,GB,54.595384,-5.915776,United Kingdom,,,
571,Central Station Car Park,c82e3d0a-91d3-11ec-9a6c-42010a840003,GB,54.59528,-5.91723,United Kingdom,,,
572,SHORTSTRAND SHORT STRAND 05,b0cae62a-cc68-11ec-aa95-42010a840003,GB,54.597554,-5.91059,United Kingdom,,,
573,C6ZF5,05030c20-5473-11e9-b908-42010a840003,GB,54.546408,-5.905207,United Kingdom,,,
574,C6PSL,054191a2-5473-11e9-8b7f-42010a840003,GB,54.173287,-6.335203,United Kingdom,,,
575,C6YM6,0ae74b6a-5473-11e9-9858-42010a840003,GB,54.168319,-6.34252,United Kingdom,,,
576,Public Car Park  Bridge Street  Newry  BT35 8AN,346fa264-6802-11e9-a499-42010a840003,GB,54.170394,-6.34045,United Kingdom,,,
577,C79AJ,72b733a4-5a60-11ec-963f-42010a840003,GB,54.170301,-6.34155,United Kingdom,,,
578,Public Car Park,d4c86c66-91d3-11ec-8bee-42010a840003,GB,54.17045,-6.34255,United Kingdom,,,
579,Newry & Mourne Museum,d6cc8966-91d3-11ec-a4d5-42010a840003,GB,54.17352,-6.3361,United Kingdom,,,
580,Hill Street,d72bc9da-91d3-11ec-b5f9-42010a840003,GB,54.17444,-6.33847,United Kingdom,,,
581,EasyGo - Lidl  Buttercrane  Newry,149ca5f6-0b6e-11ec-9857-42010a840003,GB,54.170603,-6.340706,United Kingdom,,,
582,Basin Walk Car Park  Newry (Socket 2),0557ab4a-5473-11e9-b0d2-42010a840003,GB,54.178594,-6.335694,United Kingdom,,,
583,SC37-B,0563d00a-5473-11e9-a4ef-42010a840003,GB,54.176301,-6.340184,United Kingdom,,,
584,C6LWB,056e697a-5473-11e9-8ec8-42010a840003,GB,54.175246,-6.338146,United Kingdom,,,
585,C6R06,fe8cfd74-c8d5-11e9-9899-42010a840003,GB,54.176524,-6.342105,United Kingdom,,,
586,Canal Court Hotel Car Park,d575aa70-91d3-11ec-9731-42010a840003,GB,54.17555,-6.34051,United Kingdom,,,
587,Monaghan Street,d7d89b38-91d3-11ec-842d-42010a840003,GB,54.17714,-6.34258,United Kingdom,,,
588,Glenshane Tourist Services Ltd,058e7cf6-5473-11e9-9d62-42010a840003,GB,54.847389,-6.727441,United Kingdom,,,
589,C6R7Y,05a715ae-5473-11e9-85c3-42010a840003,GB,54.9989,-7.32095,United Kingdom,,,
590,SC39-A,05b1ba5e-5473-11e9-a605-42010a840003,GB,54.994629,-7.323503,United Kingdom,,,
591,C7VP4,05d0b5b2-5473-11e9-9513-42010a840003,GB,54.99325,-7.319705,United Kingdom,,,
592,SC34-A,05dd16ae-5473-11e9-81e7-42010a840003,GB,54.99548,-7.32185,United Kingdom,,,
593,Car Park,cf02c222-91d3-11ec-94c7-42010a840003,GB,54.99424,-7.32317,United Kingdom,,,
594,The Diamond,d0139524-91d3-11ec-9c7f-42010a840003,GB,54.99519,-7.32212,United Kingdom,,,
595,Railway Yard  L'Derry (Socket 2),05bb71d4-5473-11e9-88d2-42010a840003,GB,54.992927,-7.313118,United Kingdom,,,
596,C7CL5,0d1adfb2-f991-11eb-9ea2-42010a840003,GB,54.993048,-7.312725,United Kingdom,,,
597,NW Transport Hub,cda235b6-91d3-11ec-88f5-42010a840003,GB,54.99263,-7.3109,United Kingdom,,,
598,C7B5R,05c6a108-5473-11e9-aced-42010a840003,GB,55.001546,-7.322345,United Kingdom,,,
599,Strand Road,ce4c2800-91d3-11ec-a8fe-42010a840003,GB,55.00197,-7.32222,United Kingdom,,,
600,Victoria Market Car Park,cfb4459c-91d3-11ec-b888-42010a840003,GB,55.0012,-7.32129,United Kingdom,,,
601,Magee,6294ea5c-0c7c-11ec-8c92-42010a840003,GB,55.00669,-7.32372,United Kingdom,,,
602,Templemore Leisure Centre  L'Derry (Sock,05e905c2-5473-11e9-9781-42010a840003,GB,55.024553,-7.338951,United Kingdom,,,
603,SC18-A,05f27cf6-5473-11e9-ae3e-42010a840003,GB,54.345614,-7.638437,United Kingdom,,,
604,SC13-B,05fe7c7c-5473-11e9-a097-42010a840003,GB,54.345051,-7.640047,United Kingdom,,,
605,C6T20,063f558a-5473-11e9-9d99-42010a840003,GB,54.343512,-7.637848,United Kingdom,,,
606,Public Car Park  Queen Street  Enniskillen  BT74 7JR,0648d39e-5473-11e9-a14e-42010a840003,GB,54.34741,-7.640307,United Kingdom,,,
607,Old Erne Hospital,0ecd7332-1932-11eb-80c2-42010a840003,GB,54.348524,-7.637903,United Kingdom,,,
608,Car Park,d1708562-91d3-11ec-a37b-42010a840003,GB,54.34581,-7.63918,United Kingdom,,,
609,Eden Street,d41bca06-91d3-11ec-8270-42010a840003,GB,54.34457,-7.63928,United Kingdom,,,
610,SC17-B,7e540f98-93c7-11ec-b9b5-42010a840003,GB,54.347332,-7.641126,United Kingdom,,,
611,Tesla Destination Charger Erneside Shopping Centre,5babbde2-466d-11e9-afe3-42010a840003,GB,54.342478,-7.635394,United Kingdom,,,
612,SC11-A,0609d644-5473-11e9-90cf-42010a840003,GB,54.343861,-7.633197,United Kingdom,,,
613,Quay Lane North,d21c91d6-91d3-11ec-a044-42010a840003,GB,54.3428,-7.6334,United Kingdom,,,
614,34C14DD6-9AD9-4B3E-BF1B-BE67D908A8B9,5d794f6a-6d0c-11ea-ac9b-42010a840003,GB,54.342658,-7.62672,United Kingdom,,,
615,Council Car Park  Main Street  Belleek  BT93 3FX,066e9606-5473-11e9-a289-42010a840003,GB,54.480109,-8.091973,United Kingdom,,,
616,Narrow Gauge/Circular Road  Larne  BT40 1XB,0677e170-5473-11e9-b77b-42010a840003,GB,54.850413,-5.818398,United Kingdom,,,
617,C685P,068e299e-5473-11e9-8819-42010a840003,GB,54.85092,-5.824385,United Kingdom,,,
618,Riverdale,c929a488-91d3-11ec-881e-42010a840003,GB,54.85084,-5.8236,United Kingdom,,,
619,Narrow Gauge,c9d5e1f8-91d3-11ec-9431-42010a840003,GB,54.85035,-5.82056,United Kingdom,,,
620,SC14-A,800ba79c-93c7-11ec-bdf0-42010a840003,GB,54.85006,-5.818284,United Kingdom,,,
621,SC147,06dee1e0-5473-11e9-a6a5-42010a840003,GB,54.696593,-5.951619,United Kingdom,,,
622,SC44,06ead4f0-5473-11e9-ac92-42010a840003,GB,54.661953,-5.930754,United Kingdom,,,
623,SC98,06f428de-5473-11e9-aaeb-42010a840003,GB,54.750814,-5.999819,United Kingdom,,,
624,SC43,070153c4-5473-11e9-9b0c-42010a840003,GB,54.752969,-5.997569,United Kingdom,,,
625,SC54,070e1988-5473-11e9-82f7-42010a840003,GB,54.66953,-5.95782,United Kingdom,,,
626,SC48,071a0fc2-5473-11e9-bb32-42010a840003,GB,54.68885,-5.948989,United Kingdom,,,
627,SC96,07278594-5473-11e9-8434-42010a840003,GB,54.601591,-7.307725,United Kingdom,,,
628,SC64,0742b300-5473-11e9-b701-42010a840003,GB,54.601215,-7.306509,United Kingdom,,,
629,Carpark Campsie Road Omagh,07359d96-5473-11e9-b0b1-42010a840003,GB,54.600188,-7.295037,United Kingdom,,,
630,SC62,0762a6c4-5473-11e9-993c-42010a840003,GB,54.604356,-7.298438,United Kingdom,,,
631,Omagh Sports Forum (Council),639703ac-629c-11eb-9458-42010a840003,GB,54.604011,-7.298569,United Kingdom,,,
632,SC133,074d30f0-5473-11e9-9487-42010a840003,GB,54.595862,-7.289644,United Kingdom,,,
633,C6QT2,0756ee38-5473-11e9-a724-42010a840003,GB,54.659146,-7.334948,United Kingdom,,,
634,SC56,07768a36-5473-11e9-9a66-42010a840003,GB,54.73014,-6.2305,United Kingdom,,,
635,Texaco Garage Junction 1  Antrim,0ad7bae2-5473-11e9-869e-42010a840003,GB,54.73022,-6.227475,United Kingdom,,,
636,Tesla Destination Charger Junction 1,496f51ca-466d-11e9-9610-42010a840003,GB,54.730532,-6.233081,United Kingdom,,,
637,RC07,2bf000c0-6802-11e9-b6ec-42010a840003,GB,54.730728,-6.232485,United Kingdom,,,
638,SC107,07829808-5473-11e9-8739-42010a840003,GB,54.717252,-6.210415,United Kingdom,,,
639,SC99,078ce54c-5473-11e9-ba2d-42010a840003,GB,54.74636,-6.234244,United Kingdom,,,
640,SC61,07a0fbb8-5473-11e9-8623-42010a840003,GB,54.712504,-6.218678,United Kingdom,,,
641,SC94,07b62524-5473-11e9-8c04-42010a840003,GB,54.71464,-6.224314,United Kingdom,,,
642,SC114,07aa6cfc-5473-11e9-b943-42010a840003,GB,54.710259,-6.09305,United Kingdom,,,
643,SC110,07d576c2-5473-11e9-924e-42010a840003,GB,54.826859,-7.46552,United Kingdom,,,
644,SC68,07e0273e-5473-11e9-98aa-42010a840003,GB,54.829324,-7.464149,United Kingdom,,,
645,SC101,07ea0e34-5473-11e9-8c5f-42010a840003,GB,54.824472,-7.461848,United Kingdom,,,
646,SC63,07f568c4-5473-11e9-aa4f-42010a840003,GB,54.8221,-7.4743,United Kingdom,,,
647,SC65,0800b77e-5473-11e9-ad7b-42010a840003,GB,54.8087,-7.47446,United Kingdom,,,
648,SC70,0819e64a-5473-11e9-a55c-42010a840003,GB,54.7144,-7.3766,United Kingdom,,,
649,SC75,08474964-5473-11e9-9dc1-42010a840003,GB,54.451549,-6.393503,United Kingdom,,,
650,SC135,085d68c0-5473-11e9-a3f0-42010a840003,GB,54.496159,-6.384416,United Kingdom,,,
651,SC77,08695db0-5473-11e9-bf14-42010a840003,GB,54.482015,-6.354253,United Kingdom,,,
652,SC79,08722fa8-5473-11e9-8534-42010a840003,GB,54.4207,-6.4464,United Kingdom,,,
653,SC73,08847a78-5473-11e9-bec7-42010a840003,GB,54.423635,-6.446591,United Kingdom,,,
654,SC86,087abee8-5473-11e9-bd19-42010a840003,GB,54.422202,-6.44002,United Kingdom,,,
655,C6E3R,08903dc2-5473-11e9-bae8-42010a840003,GB,54.5137,-6.0538,United Kingdom,,,
656,SC59,0899d864-5473-11e9-985b-42010a840003,GB,54.550341,-6.005085,United Kingdom,,,
657,SC143,08a388b4-5473-11e9-beaf-42010a840003,GB,54.836708,-6.683699,United Kingdom,,,
658,SC51,08acb876-5473-11e9-80a6-42010a840003,GB,54.8434,-6.6713,United Kingdom,,,
659,SC132,08c32e62-5473-11e9-9adc-42010a840003,GB,54.600304,-5.912613,United Kingdom,,,
660,SC156,08cedf0a-5473-11e9-ab5c-42010a840003,GB,55.01272,-7.322001,United Kingdom,,,
661,The Outlet Banbridge,08e402d6-5473-11e9-b866-42010a840003,GB,54.33123,-6.277062,United Kingdom,,,
662,Tesla Destination Charger The Outlet,46f53f0e-466d-11e9-9cff-42010a840003,GB,54.331207,-6.276309,United Kingdom,,,
663,SC142,0902fa88-5473-11e9-bbe8-42010a840003,GB,55.133638,-6.663823,United Kingdom,,,
664,SC49,090c31fc-5473-11e9-b69b-42010a840003,GB,55.132465,-6.676898,United Kingdom,,,
665,SC50,092bede4-5473-11e9-b2c9-42010a840003,GB,55.071775,-6.519416,United Kingdom,,,
666,SC160,094004b4-5473-11e9-80c3-42010a840003,GB,54.864446,-6.284769,United Kingdom,,,
667,SC97,094b82b2-5473-11e9-8ea8-42010a840003,GB,54.857101,-6.308798,United Kingdom,,,
668,SC93,0955549a-5473-11e9-a37d-42010a840003,GB,54.877617,-6.346985,United Kingdom,,,
669,SC47,095f8fd2-5473-11e9-a56a-42010a840003,GB,54.8621,-6.2673,United Kingdom,,,
670,SC153,09685810-5473-11e9-8535-42010a840003,GB,54.869939,-6.27494,United Kingdom,,,
671,SC124,09705e66-5473-11e9-882c-42010a840003,GB,54.456951,-7.033401,United Kingdom,,,
672,SC72,097ca7c0-5473-11e9-9e12-42010a840003,GB,54.5399,-6.7,United Kingdom,,,
673,SC76,098456b4-5473-11e9-a463-42010a840003,GB,54.50236,-6.770547,United Kingdom,,,
674,SC122,098c5abc-5473-11e9-bd94-42010a840003,GB,54.512094,-6.763396,United Kingdom,,,
675,Ballee Road Park and Share  Ballymena,09a23f58-5473-11e9-98a3-42010a840003,GB,54.844648,-6.273606,United Kingdom,,,
676,Donnelly & Taggart,26f75330-a8eb-11eb-ad9a-42010a840003,GB,54.845489,-6.273242,United Kingdom,,,
677,SC139,09ac8bf2-5473-11e9-903c-42010a840003,GB,54.582112,-5.979061,United Kingdom,,,
678,C7P3P,09bf587c-5473-11e9-8b4a-42010a840003,GB,55.0709,-6.5013,United Kingdom,,,
679,C6X6S,09d1c912-5473-11e9-b36f-42010a840003,GB,55.0375,-6.9537,United Kingdom,,,
680,SC108,09efc980-5473-11e9-966d-42010a840003,GB,55.052944,-6.951432,United Kingdom,,,
681,SC150,0a2a4aa6-5473-11e9-bb5f-42010a840003,GB,54.919368,-6.915843,United Kingdom,,,
682,SC111,0a3f80a6-5473-11e9-9101-42010a840003,GB,54.347077,-6.269575,United Kingdom,,,
683,SC157,0b47f4b0-5473-11e9-9567-42010a840003,GB,54.349378,-6.2711,United Kingdom,,,
684,SC151,0a4938c6-5473-11e9-aec5-42010a840003,GB,54.855201,-5.803055,United Kingdom,,,
685,SC158,0a5ec420-5473-11e9-8dd2-42010a840003,GB,54.899439,-5.861231,United Kingdom,,,
686,SC53,0a6b6d24-5473-11e9-94c6-42010a840003,GB,55.049487,-6.953681,United Kingdom,,,
687,RC05,0a74da80-5473-11e9-a2b9-42010a840003,GB,54.853932,-6.275528,United Kingdom,,,
688,SC145,0a955efe-5473-11e9-9320-42010a840003,GB,54.749279,-6.44828,United Kingdom,,,
689,RC10,0aa0456c-5473-11e9-8f70-42010a840003,GB,54.676914,-7.352932,United Kingdom,,,
690,RC09,0ab63eda-5473-11e9-9ce7-42010a840003,GB,54.385592,-7.639049,United Kingdom,,,
691,C6UHT,0afd5770-5473-11e9-9d31-42010a840003,GB,54.572268,-5.97053,United Kingdom,,,
692,Musgrave Park Hospital  Stockmans Lane  Belfast  BT9 7JB,535f073e-5473-11e9-93c6-42010a840003,GB,54.566999,-5.97582,United Kingdom,,,
693,Charles Hurst Renault Centre,6779c882-0538-11ea-885d-42010a840003,GB,54.572498,-5.96921,United Kingdom,,,
694,Charles Hurst Nissan Belfast,f06c66b4-a1b7-11eb-b204-42010a840003,GB,54.572228,-5.967961,United Kingdom,,,
695,Robinson Centre  Montgomery Rd  Belfast,0b54537c-5473-11e9-b17d-42010a840003,GB,54.577258,-5.882369,United Kingdom,,,
696,Main Street Crumlin  Antrim,0b920064-5473-11e9-99ed-42010a840003,GB,54.619116,-6.213713,United Kingdom,,,
697,SC115,f8f78bea-c8d5-11e9-8cd8-42010a840003,GB,54.620229,-6.213474,United Kingdom,,,
698,Crumlin Community Centre  Main Street  Crumlin  BT29 4UP,52c39a74-5473-11e9-b11e-42010a840003,GB,54.619369,-6.214091,United Kingdom,,,
699,SC134,0b9c6a86-5473-11e9-89bc-42010a840003,GB,54.37878,-7.31583,United Kingdom,,,
700,SC125,0ba550c4-5473-11e9-b27c-42010a840003,GB,54.466053,-6.084082,United Kingdom,,,
701,SC155,0baffab0-5473-11e9-a47d-42010a840003,GB,54.770986,-6.57608,United Kingdom,,,
702,SC149,0bb8ed78-5473-11e9-ad41-42010a840003,GB,54.793289,-6.785016,United Kingdom,,,
703,C6Y73,0bc2ffac-5473-11e9-9530-42010a840003,GB,54.687176,-5.897521,United Kingdom,,,
704,SC118,0c1bc93e-5473-11e9-8417-42010a840003,GB,54.415433,-6.148908,United Kingdom,,,
705,52013,0d7d9726-5473-11e9-981a-42010a840003,GB,55.87422,-4.36348,United Kingdom,,,
706,50432,0e8cad82-5473-11e9-9eda-42010a840003,GB,54.83519,-4.05245,United Kingdom,,,
707,50796,110fcff8-5473-11e9-8ead-42010a840003,GB,55.865966,-4.303909,United Kingdom,,,
708,50536,112980e2-5473-11e9-8104-42010a840003,GB,55.846862,-4.209706,United Kingdom,,,
709,53516,1142d420-5473-11e9-b75a-42010a840003,GB,55.858672,-4.248631,United Kingdom,,,
710,Buchanan Galleries,1fae385c-ef5d-11ea-9d5e-42010a840003,GB,55.8639,-4.2499,United Kingdom,,,
711,52924,957813b0-79bc-11ec-a301-42010a840003,GB,55.859444,-4.244937,United Kingdom,,,
712,50787,c69efe92-aded-11e9-9727-42010a840003,GB,55.86059,-4.24851,United Kingdom,,,
713,Richmond Street,f0bc5ee8-efb2-11e9-8fc0-42010a840003,GB,55.861488,-4.24416,United Kingdom,,,
714,53602,12d9d4dc-5473-11e9-ba3a-42010a840003,GB,55.867074,-3.977175,United Kingdom,,,
715,60021,15c11b38-5473-11e9-b0ed-42010a840003,GB,55.828996,-4.214668,United Kingdom,,,
716,54099,3d2ca760-44c1-11eb-aa58-42010a840003,GB,55.82967,-4.21391,United Kingdom,,,
717,Barrhead Foundry Sports Centre,196a6eec-5473-11e9-ba05-42010a840003,GB,55.80151,-4.39037,United Kingdom,,,
718,Asda,965fef28-0538-11ea-a693-42010a840003,GB,55.800907,-4.391816,United Kingdom,,,
719,51214,1a30527e-5473-11e9-928b-42010a840003,GB,55.9046,-4.4503,United Kingdom,,,
720,51238,1b87d994-5473-11e9-9f27-42010a840003,GB,55.87406,-4.29432,United Kingdom,,,
721,52070,bc6f5942-2c1e-11ec-a5d7-42010a840003,GB,55.868907,-4.296385,United Kingdom,,,
722,51268,1cb50f3a-5473-11e9-bd93-42010a840003,GB,55.94217,-4.725,United Kingdom,,,
723,50755,1dbca69a-5473-11e9-b5e1-42010a840003,GB,55.868474,-4.289032,United Kingdom,,,
724,SC104,2271d408-5473-11e9-93f5-42010a840003,GB,54.75236,-6.61157,United Kingdom,,,
725,SC85,fc1c119c-c8d5-11e9-b856-42010a840003,GB,54.756389,-6.61048,United Kingdom,,,
726,EH - Welcome Break Abington,32d004e6-5473-11e9-88bd-42010a840003,GB,55.507634,-3.69553,United Kingdom,,,
727,Tesla Supercharger Abington,100a240a-466d-11e9-b63e-42010a840003,GB,55.507062,-3.694858,United Kingdom,,,
728,EH - IKEA Glasgow,379139b4-5473-11e9-9d61-42010a840003,GB,55.870161,-4.358215,United Kingdom,,,
729,EH - IKEA Belfast,379f59e0-5473-11e9-b0dc-42010a840003,GB,54.62046,-5.863654,United Kingdom,,,
730,IKEA Belfast,9ea9063e-540e-11ec-a238-42010a840003,GB,54.6211,-5.863254,United Kingdom,,,
