unitPrice,zpid,latitude,longitude,homeType
629.0650407,16884593,32.848293,-116.986465,SINGLE_FAMILY
583.8349097,16884722,32.846622,-116.98636,SINGLE_FAMILY
456.1717352,17024177,32.78881,-116.99683,SINGLE_FAMILY
474.4764398,16889447,32.83046,-117.0112,SINGLE_FAMILY
519.5599022,16889848,32.831238,-116.997284,SINGLE_FAMILY
680.0381605,17020090,32.806103,-116.95999,SINGLE_FAMILY
642.1428571,17196630,32.799213,-117.04533,SINGLE_FAMILY
225.625,140222077,32.835804,-117.03016,MANUFACTURED
482.6388889,333879545,32.834343,-117.02351,TOWNHOUSE
443.5695538,17031270,32.778687,-116.9584,SINGLE_FAMILY
545.0581395,17197227,32.8186,-117.03606,CONDO
491.5723315,17027041,32.79099,-116.96446,SINGLE_FAMILY
433.4451902,16878590,32.848244,-117.001495,SINGLE_FAMILY
640.954416,16983162,32.810345,-117.01702,SINGLE_FAMILY
321.6753022,16990898,32.778797,-117.04726,SINGLE_FAMILY
91.95402299,140624803,32.81626,-116.95635,MANUFACTURED
465.9090909,17035891,32.76154,-116.97123,SINGLE_FAMILY
598.5523385,17036809,32.759083,-116.96137,SINGLE_FAMILY
587.5816993,17198610,32.79324,-117.03072,SINGLE_FAMILY
511.1865672,2067610531,32.76015,-117.03282,TOWNHOUSE
187.9245283,122075885,32.83404,-117.0162,MANUFACTURED
110.4166667,140618302,32.83404,-117.0162,MANUFACTURED
616.7763158,16983076,32.798122,-117.02363,SINGLE_FAMILY
375.739645,16890636,32.81839,-116.99129,SINGLE_FAMILY
836.6606171,17034997,32.765217,-116.996025,SINGLE_FAMILY
486.9446213,2067610532,32.76015,-117.03282,TOWNHOUSE
408.3484574,16990922,32.77966,-117.04433,MULTI_FAMILY
620.975161,16868392,32.816372,-117.04797,SINGLE_FAMILY
714.2857143,16889042,32.827717,-117.02229,SINGLE_FAMILY
498.1268657,2060671559,32.76109,-117.03199,TOWNHOUSE
577.4240232,71007931,32.787018,-117.000755,CONDO
511.4722753,17025962,32.792427,-116.9809,TOWNHOUSE
465.5555556,16891462,32.81874,-116.95309,CONDO
691.3919414,16879534,32.85348,-116.98477,SINGLE_FAMILY
596.3103635,16868546,32.812443,-117.04395,SINGLE_FAMILY
496.6843501,17030780,32.780655,-116.97037,SINGLE_FAMILY
688.5964912,16983089,32.798454,-117.0224,SINGLE_FAMILY
449.1691105,17036662,32.759632,-116.96841,SINGLE_FAMILY
433.0669291,17039487,32.75601,-116.983734,SINGLE_FAMILY
391.3502935,16991230,32.776215,-117.037056,SINGLE_FAMILY
472.9985444,54906828,32.806473,-116.96057,SINGLE_FAMILY
424.6575342,17001381,32.764477,-117.02775,CONDO
639.2045455,17018653,32.801094,-116.9981,SINGLE_FAMILY
584.7953216,17022969,32.787716,-117.01331,SINGLE_FAMILY
528.7443268,17022246,32.795258,-117.01428,SINGLE_FAMILY
377.8558875,17020104,32.80684,-116.959816,SINGLE_FAMILY
579.6,2060728942,32.798462,-117.044304,SINGLE_FAMILY
726.4644351,16878250,32.851044,-116.99453,SINGLE_FAMILY
484.1772152,17025892,32.797523,-116.96501,SINGLE_FAMILY
462.4688723,17038555,32.756878,-117.01203,SINGLE_FAMILY
389.4150418,94694426,32.839878,-116.96079,TOWNHOUSE
531.4516129,16885749,32.839825,-116.999954,SINGLE_FAMILY
466.2439388,16890676,32.81741,-116.99412,SINGLE_FAMILY
422.1108179,17024079,32.791843,-116.999054,SINGLE_FAMILY
471.3468013,17030935,32.783875,-116.960175,SINGLE_FAMILY
443.9655172,16883325,32.846313,-116.953995,TOWNHOUSE
150.5681818,2060732540,32.81911,-116.95092,MANUFACTURED
493.5515873,16983928,32.80909,-117.01201,SINGLE_FAMILY
528.5188592,17034136,32.76029,-117.009964,SINGLE_FAMILY
376.1913293,17018784,32.80247,-116.99,SINGLE_FAMILY
556.206089,17036484,32.763645,-116.96276,SINGLE_FAMILY
453.7351443,17038658,32.758205,-117.00473,SINGLE_FAMILY
479.7991071,2060768717,32.802383,-116.96932,CONDO
400.7072136,16883751,32.85347,-116.96035,SINGLE_FAMILY
379.2664349,16890555,32.82136,-116.99349,SINGLE_FAMILY
472.65625,16890256,32.826176,-117.001625,CONDO
474.0834387,17031678,32.786354,-116.954926,SINGLE_FAMILY
649.6742047,17039425,32.75721,-116.99407,SINGLE_FAMILY
526.3052632,16990589,32.785713,-117.03545,CONDO
629.4642857,16983900,32.8081,-117.01557,SINGLE_FAMILY
589.4729825,17000090,32.763348,-117.03894,SINGLE_FAMILY
598.6380952,66667011,32.793045,-116.955666,CONDO
676.7399267,16889175,32.826134,-116.999466,SINGLE_FAMILY
408.0242241,52515152,32.839294,-116.96266,CONDO
438.6363636,16991923,32.774452,-117.030495,CONDO
608.1186573,16999585,32.76622,-117.042725,SINGLE_FAMILY
391.4772727,52518818,32.80125,-116.95287,SINGLE_FAMILY
920.2453988,17001606,32.760006,-117.02816,SINGLE_FAMILY
542.1428571,17029290,32.78043,-117.00028,SINGLE_FAMILY
529.46593,16992114,32.777603,-117.03063,TOWNHOUSE
233.8669951,2077409807,32.813496,-116.959404,MANUFACTURED
462.3842593,16892833,32.829544,-116.95525,SINGLE_FAMILY
590.6120609,17035581,32.767765,-116.98168,SINGLE_FAMILY
